city,lat,lng,country,population,predicted_population
Huambo,-12.75,15.76,Angola,1100000,1099982.7263722827
Ankang,32.68,109.02,China,1100000,1099925.9393005997
Tbilisi,41.725,44.7908,Georgia,1100000,1099614.842522727
Ikare,7.5304,5.76,Nigeria,1099931,1099140.0649577738
Belgrade,44.8186,20.468,Serbia,1099000,1098490.01783531
Salt Lake City,40.7774,-111.9301,United States,1098400,1097524.8405675057
Bhilai,21.2167,81.4333,India,1097000,1096311.20569273
Jinhua,29.12,119.65,China,1092852,1093912.3274628704
Chelyabinsk,55.155,61.4387,Russia,1091000,1089352.2681230917
Natal,-5.78,-35.24,Brazil,1088000,1088487.3443126788
Dushanbe,38.56,68.7739,Tajikistan,1086244,1086834.105984001
København,55.6786,12.5635,Denmark,1085000,1084423.1323100554
Changwon,35.2191,128.5836,"Korea, South",1081499,1082826.4958182895
Zhuzhou,27.83,113.15,China,1080000,1079583.5562273704
Suwon,37.2578,127.0109,"Korea, South",1078000,1077809.8957659008
Nashville,36.1714,-86.7844,United States,1076645,1075992.8339355474
Vereeniging,-26.6496,27.96,South Africa,1074000,1073977.604653293
Xiangfan,32.02,112.13,China,1069000,1068478.5900242298
Memphis,35.1047,-89.9773,United States,1068873,1068767.6581225297
Ulsan,35.5467,129.317,"Korea, South",1061000,1060648.9510114824
Zhucheng,35.99,119.3801,China,1060000,1059102.9381494708
Amman,31.95,35.9333,Jordan,1060000,1060480.8569027355
Richmond,37.5295,-77.4756,United States,1059907,1060066.1722522469
Dublin,53.3331,-6.2489,Ireland,1059000,1059245.5568291615
Edmonton,53.55,-113.5,Canada,1058000,1058235.7268747091
Sholapur,17.6704,75.9,India,1057000,1056461.0589313405
Rostov,47.2346,39.7127,Russia,1052000,1051668.615000104
Dnipro,48.48,35,Ukraine,1050000,1049008.5875312104
Xining,36.62,101.77,China,1048000,1050393.500290944
Zhangjiakou,40.83,114.93,China,1046000,1046683.2780515797
Gaziantep,37.075,37.385,Turkey,1044000,1043825.4787231953
Lille,50.65,3.08,France,1044000,1044070.606514162
Ranchi,23.37,85.33,India,1044000,1044028.2920340688
Monrovia,6.3106,-10.8048,Liberia,1041000,1040266.5728951544
São Luís,-2.516,-44.266,Brazil,1038000,1038917.8337258645
Amsterdam,52.35,4.9166,Netherlands,1031000,1030863.7827438104
Jerusalem,31.7784,35.2066,Israel,1029300,1029157.8857321842
New Orleans,30.0687,-89.9288,United States,1029123,1028632.8108558889
Guatemala,14.6211,-90.527,Guatemala,1024000,1022795.8985558823
Florianópolis,-27.58,-48.52,Brazil,1023000,1023712.3884450981
Zhuhai,22.2769,113.5678,China,1023000,1024069.3128903483
Port Elizabeth,-33.97,25.6,South Africa,1021000,1020209.5876425735
Port Harcourt,4.81,7.01,Nigeria,1020000,1019816.9564248531
Jiamusi,46.83,130.35,China,1020000,1020909.2815034941
Raleigh,35.8323,-78.6439,United States,1018336,1018205.9398250635
Ufa,54.79,56.04,Russia,1018000,1016460.8021703797
Hengyang,26.88,112.59,China,1016000,1016230.0444209395
Benxi,41.3304,123.75,China,1012000,1011646.7293242353
Louisville,38.1662,-85.6488,United States,1011696,1011733.7646067281
Haifa,32.8204,34.98,Israel,1011000,1011637.0562811198
Medina,24.5,39.58,Saudi Arabia,1010000,1010692.6048619102
Bucaramanga,7.1301,-73.1259,Colombia,1009000,1008113.2702273517
Maracay,10.2469,-67.5958,Venezuela,1007000,1007041.0478503591
Rotterdam,51.92,4.48,Netherlands,1005000,1004759.1318217692
Hims,34.73,36.72,Syria,1005000,1004354.318191621
Cologne,50.93,6.95,Germany,1004000,1006479.9164388531
Qinhuangdao,39.9304,119.62,China,1003000,1003231.5125385035
Fez,34.0546,-5.0004,Morocco,1002000,1003434.0009657424
Aden,12.7797,45.0095,Yemen,1000000,1001648.7102757453
Da Nang,16.06,108.25,Vietnam,1000000,999439.1574809139
Cochabamba,-17.41,-66.17,Bolivia,1000000,999403.7592859464
Yongzhou,26.2304,111.62,China,1000000,1000843.4993042187
Baoshan,25.12,99.15,China,1000000,998879.3784624309
Kitakyūshū,33.8704,130.82,Japan,997536,997891.7457628127
Perm,58,56.25,Russia,997000,997347.4353786818
Ahvaz,31.28,48.72,Iran,996000,994854.1886817826
Jodhpur,26.2918,73.0168,India,995000,995104.4547384003
San Luis Potosí,22.17,-101,Mexico,992000,991399.4278155351
Odessa,46.49,30.71,Ukraine,991000,991141.2876800555
Yinchuan,38.468,106.273,China,991000,989624.714944982
Ndjamena,12.1131,15.0491,Chad,989000,989310.8345269569
Donetsk,48,37.83,Ukraine,988000,987118.4671642787
Joinville,-26.32,-48.8399,Brazil,988000,987891.8707928058
Jiaxing,30.7704,120.75,China,988000,988730.7498301602
Guilin,25.28,110.28,China,987000,986437.9354667723
Dahuk,36.8667,43,Iraq,986000,985690.5376530761
Volgograd,48.71,44.5,Russia,984000,985696.8038029282
Guwahati,26.16,91.77,India,983000,983905.7822777949
Yichun,27.8333,114.4,China,982000,981235.3901199074
Yangquan,37.87,113.57,China,981448,982187.0068815702
Natal,-6.9838,-60.2699,Brazil,980588,980370.346959401
Chandigarh,30.72,76.78,India,979000,978609.1159850006
Gwalior,26.23,78.1801,India,978000,976805.0973124013
Hamamatsu,34.7181,137.7327,Japan,977023,977112.9977990207
Qom,34.65,50.95,Iran,973000,973566.5522782266
Mérida,20.9666,-89.6166,Mexico,965000,963014.2456513041
Jixi,45.3,130.97,China,965000,963759.9656749939
Xinyi,34.38,118.35,China,962656,961956.4393655177
Querétaro,20.63,-100.38,Mexico,961000,960006.8060168421
Pingxiang,27.62,113.85,China,961000,960158.3200254416
Kelang,3.0204,101.55,Malaysia,956000,956701.090554196
João Pessoa,-7.1011,-34.8761,Brazil,956000,956700.2505228103
Jinzhou,41.1204,121.1,China,956000,953921.1163983999
Oklahoma City,35.4676,-97.5136,United States,955998,954969.7069233614
Salerno,40.6804,14.7699,Italy,954265,954677.9145343021
Thiruvananthapuram,8.5,76.95,India,954000,955491.7798037771
Kozhikode,11.2504,75.77,India,953000,950493.4379314496
Ogbomosho,8.13,4.24,Nigeria,951000,949818.3768424079
Tiruchirappalli,10.81,78.69,India,951000,951055.0785208727
General Santos,6.1108,125.1747,Philippines,950530,951821.0955512539
Hue,16.47,107.58,Vietnam,950000,949834.1905196552
Bacolod,10.6317,122.9817,Philippines,949354,947929.3379862368
Nantong,32.0304,120.825,China,947000,946871.5409787266
Tegucigalpa,14.102,-87.2175,Honduras,946000,946775.9140102405
Foshan,23.0301,113.12,China,943000,940478.5601985262
Songnam,37.4386,127.1378,"Korea, South",942000,941583.4741340639
Bridgeport,41.1909,-73.1958,United States,938406,937190.1727467949
Kingston,17.9771,-76.7674,Jamaica,937700,939139.3706376248
Naypyidaw,19.7666,96.1186,Burma,930000,929394.8860746789
Nice,43.715,7.265,France,927000,926424.6939189248
Buffalo,42.9017,-78.8487,United States,926261,927148.5409292025
Irbil,36.179,44.0086,Iraq,926000,925223.4262714793
Krasnoyarsk,56.014,92.866,Russia,925000,923937.9126483926
Djibouti,11.595,43.148,Djibouti,923000,923197.7860318717
Olinda,-8,-34.85,Brazil,921840,922290.0462154485
Managua,12.153,-86.2685,Nicaragua,920000,921011.2231065086
Antwerpen,51.2204,4.415,Belgium,920000,920105.5687778769
Konya,37.875,32.475,Turkey,919000,918046.0684259005
Bogor,-6.57,106.75,Indonesia,918000,917614.3933438163
Niamey,13.5167,2.1167,Niger,915000,914246.2719866841
Hartford,41.7661,-72.6834,United States,914751,912942.7267330206
Xinyu,27.8,114.93,China,913000,912490.7019059196
Huaibei,33.9504,116.75,China,913000,912818.164685087
Teresina,-5.095,-42.78,Brazil,907000,908704.8800771594
Naha,26.2072,127.673,Japan,905238,906210.4363936877
Xinxiang,35.3204,113.87,China,903000,904285.6962181382
Goyang,37.6527,126.8372,"Korea, South",903000,902981.8499517537
Yibin,28.77,104.57,China,902000,902433.642103955
Aba,5.1004,7.35,Nigeria,897560,897390.1806102459
Maiduguri,11.85,13.16,Nigeria,896000,897528.054367824
Tirana,41.3275,19.8189,Albania,895350,894195.9364487273
Kathmandu,27.7167,85.3166,Nepal,895000,895902.3888764312
Az Zarqa,32.07,36.1,Jordan,894691,895134.7398569374
Tarsus,36.9204,34.88,Turkey,894318,894059.395728855
Bengbu,32.95,117.33,China,894000,894628.3473194273
Mendoza,-32.8833,-68.8166,Argentina,893000,893510.0042666435
Hubli,15.36,75.125,India,890000,891424.7639925224
Concepción,-36.83,-73.05,Chile,889725,890243.16384889
Zaria,11.08,7.71,Nigeria,889000,889648.9413425601
Anyang,36.08,114.35,China,887000,885799.426329538
Cartagena,10.3997,-75.5144,Colombia,887000,886968.5628454741
Mysore,12.31,76.66,India,887000,887104.8216695689
Ulaanbaatar,47.9167,106.9166,Mongolia,885000,883349.4287279834
Mexicali,32.65,-115.48,Mexico,885000,883712.3279575888
Tongliao,43.62,122.27,China,884000,884286.5137692272
Newcastle,55.0004,-1.6,United Kingdom,882000,881314.9355229819
Mombasa,-4.04,39.6899,Kenya,882000,882694.2557601864
Novo Hamburgo,-29.7096,-51.14,Brazil,876990,878188.2698564348
Callao,-12.07,-77.135,Peru,876877,877566.5494853307
Bilbao,43.25,-2.93,Spain,875552,873950.1395784004
Johor Bahru,1.48,103.73,Malaysia,875000,874196.4248013406
Yichang,30.7,111.28,China,875000,875388.3853616446
Raipur,21.235,81.635,India,875000,874562.1205870816
Fort Worth,32.7814,-97.3473,United States,874168,874661.9107828039
Salem,11.67,78.1801,India,873000,872480.0284930902
Yangjiang,21.8504,111.97,China,872363,873681.0089587901
Marrakesh,31.63,-8,Morocco,872000,871646.7440252219
Kaifeng,34.85,114.35,China,872000,871666.90071561
Dandong,40.1436,124.3936,China,870000,868731.1769878909
Basra,30.5135,47.8136,Iraq,870000,870998.4714794783
Aguascalientes,21.8795,-102.2904,Mexico,869000,869894.2546892128
Tucson,32.1546,-110.8782,United States,868391,869170.974668583
Okayama,34.672,133.9171,Japan,866092,864530.6706132931
Xuanzhou,30.9525,118.7553,China,866000,865992.393231022
Puch'on,37.4989,126.7831,"Korea, South",866000,865023.1356499767
Rizhao,35.4304,119.45,China,865000,864368.4359231918
Bandar Lampung,-5.43,105.27,Indonesia,865000,864282.4627144578
Palermo,38.125,13.35,Italy,863000,862082.9688884391
Cardiff,51.5,-3.225,United Kingdom,861400,859958.7429157436
Kigali,-1.9536,30.0605,Rwanda,860000,859157.7271100786
Tampico,22.3,-97.87,Mexico,859419,860469.5084190347
Jiaozuo,35.25,113.22,China,857000,857757.4698033651
Padang,-0.96,100.36,Indonesia,855000,855014.0014201154
Jullundur,31.3349,75.569,India,855000,854430.4202608053
Valparaíso,-33.0478,-71.621,Chile,854000,854169.3180253115
Zhenjiang,32.22,119.43,China,854000,853268.7769731664
Zunyi,27.7,106.92,China,849000,847196.1522454115
Anshun,26.2504,105.93,China,849000,848301.638963306
Pingdingshan,33.7304,113.3,China,849000,849280.1121867242
Toulouse,43.62,1.4499,France,847000,846186.3164783835
El Paso,31.8479,-106.4309,United States,845674,846314.4657828142
Nova Iguaçu,-22.74,-43.47,Brazil,844583,846005.3959084644
Voronezh,51.73,39.27,Russia,844000,842079.4874378628
Bhubaneshwar,20.2704,85.8274,India,844000,845002.7789445347
Saratov,51.58,46.03,Russia,843000,842423.4967915337
Yuci,37.6804,112.73,China,840000,838445.1871990036
Yancheng,33.3856,120.1253,China,839000,840073.3444014842
Bishkek,42.8731,74.5852,Kyrgyzstan,837000,837975.1229870394
Oslo,59.9167,10.75,Norway,835000,833139.6107245187
Cuernavaca,18.9211,-99.24,Mexico,834001,833237.558547787
Linfen,36.0803,111.52,China,834000,834265.8392927428
Honolulu,21.3294,-157.846,United States,833671,834980.4165038806
Bangui,4.3666,18.5583,Central African Republic,831925,831217.941902631
Warri,5.52,5.76,Nigeria,830106,828853.152807696
Tucumán,-26.816,-65.2166,Argentina,830000,830466.0227376727
Basel,47.5804,7.59,Switzerland,830000,829343.4620273685
Kermanshah,34.38,47.06,Iran,828313,829770.5968360122
Thessaloniki,40.6961,22.885,Greece,828000,827548.8586516293
Omaha,41.2628,-96.0495,United States,827786,828112.6315047862
Freetown,8.47,-13.2342,Sierra Leone,827000,825759.2814654246
Kota,25.18,75.835,India,827000,827437.6794022103
Braga,41.555,-8.4213,Portugal,826833,825061.2716245719
Jhansi,25.453,78.5575,India,826494,826861.3162348209
Yueyang,29.3801,113.1,China,826000,825092.4274114361
Nottingham,52.9703,-1.17,United Kingdom,825600,823090.3597236046
Agadir,30.44,-9.62,Morocco,825467,826335.1027587462
Butterworth,5.4171,100.4,Malaysia,821652,821397.1201523686
Bareilly,28.3454,79.42,India,817000,818192.1435164637
Jos,9.93,8.89,Nigeria,816824,815258.4465536432
Xingyi,25.0904,104.89,China,816000,815878.7426366421
Arequipa,-16.42,-71.53,Peru,815000,813717.025485674
Cebu,10.32,123.9001,Philippines,815000,815441.2971463328
Liverpool,53.416,-2.918,United Kingdom,811000,811137.5446116815
Rajshahi,24.375,88.605,Bangladesh,810000,810756.3637025004
Langfang,39.5204,116.68,China,810000,808437.2671781043
Wuhu,31.3504,118.37,China,810000,810130.4964140898
Culiacán,24.83,-107.38,Mexico,809000,808949.2435404264
Zhaotang,27.3204,103.72,China,809000,808599.1601667077
Valencia,39.485,-0.4,Spain,808000,808753.6364501022
Cuiabá,-15.5696,-56.085,Brazil,806000,806679.7959848776
Lingyuan,41.24,119.4011,China,806000,806425.8404280209
Qui Nhon,13.78,109.18,Vietnam,805290,806408.0625924144
Malang,-7.98,112.61,Indonesia,805000,805834.8209981223
Aligarh,27.8922,78.0618,India,805000,802560.1543552779
Lvov,49.835,24.03,Ukraine,803880,802141.2561798606
Bordeaux,44.85,-0.595,France,803000,804532.830634577
McAllen,26.2325,-98.2467,United States,800904,801888.244679202
Baoji,34.38,107.15,China,800000,800192.7583604
Pekanbaru,0.565,101.425,Indonesia,799000,797099.7121425667
Oran,35.71,-0.62,Algeria,798000,799184.1385403483
Yingkow,40.6703,122.28,China,795000,792254.5871563641
Bhiwandi,19.35,73.13,India,795000,794808.8275156284
Liaoyang,41.28,123.18,China,794000,794192.1757020546
Chihuahua,28.645,-106.085,Mexico,793000,793117.707199471
Jammu,32.7118,74.8467,India,791000,790203.7992886569
Malacca,2.2064,102.2465,Malaysia,788706,787359.8054773379
Zaporizhzhya,47.8573,35.1768,Ukraine,788000,788009.7454022716
Moradabad,28.8418,78.7568,India,787000,787901.8175463787
Antalya,36.89,30.7,Turkey,783000,780779.4300716588
Al Hudaydah,14.7979,42.953,Yemen,780000,778869.7292065623
Islamabad,33.7,73.1666,Pakistan,780000,779675.4870011751
Campo Grande,-20.45,-54.6166,Brazil,778000,778520.8276593949
Shaoxing,30.0004,120.57,China,777000,776108.8619211226
Yichun,47.6999,128.9,China,777000,777295.1708550011
Mangalore,12.9,74.85,India,776632,775974.6907427206
Wuppertal,51.25,7.17,Germany,776525,775369.4943963218
Cheongju,36.6439,127.5012,"Korea, South",775096,776216.3597259166
Zamboanga,6.92,122.08,Philippines,773000,771632.9915110517
Hamhung,39.9101,127.5454,"Korea, North",773000,773893.7967980248
Ilorin,8.49,4.55,Nigeria,771000,769517.4304634655
Fuyang,30.0533,119.9519,China,771000,771742.4111602545
Saarbrücken,49.2504,6.97,Germany,770001,768854.1018787916
Fuxin,42.0105,121.66,China,770000,770026.1400248439
Shiyan,32.57,110.78,China,770000,769462.8101466869
Quetta,30.22,67.025,Pakistan,768000,768209.4476272628
Trujillo,-8.12,-79.02,Peru,765171,766014.9087725707
Kananga,-5.89,22.4,Congo (Kinshasa),765000,764477.3959180126
Trabzon,40.98,39.72,Turkey,764714,764667.4262786987
Cotonou,6.4,2.52,Benin,762000,760688.3683103515
Jincheng,35.5004,112.83,China,760000,761419.9921226426
Albuquerque,35.1053,-106.6464,United States,758523,758528.3235750102
Łódź,51.775,19.4514,Poland,758000,757710.6108862807
Kraków,50.06,19.96,Poland,756000,755179.5528070355
Vientiane,17.9667,102.6,Laos,754000,752202.6636196551
Saltillo,25.42,-101.005,Mexico,754000,751860.9263792797
São José dos Campos,-23.2,-45.8799,Brazil,753769,753889.6402717439
Hungnam,39.8231,127.6232,"Korea, North",751322,751119.1989006825
Taizz,13.6045,44.0394,Yemen,751000,751308.7221329628
Pietermaritzburg,-29.61,30.39,South Africa,750845,749193.6007462875
Tangier,35.7473,-5.8327,Morocco,750060,750664.3017184726
Changhua,24.0734,120.5134,Taiwan,750000,751543.7912704996
Hsinchu,24.8168,120.9767,Taiwan,750000,750727.7798131836
Fargona,40.39,71.78,Uzbekistan,750000,748552.6890876681
Namangan,41,71.67,Uzbekistan,750000,750873.6001613638
Kolhapur,16.7,74.22,India,750000,750048.2609492567
Liège,50.63,5.58,Belgium,749110,748636.7384793725
Ciudad Guayana,8.37,-62.62,Venezuela,746535,746123.4449985845
Birmingham,33.5276,-86.7988,United States,744189,742466.2101490424
Hegang,47.4,130.37,China,743307,742226.6373988884
Riga,56.95,24.1,Latvia,742572,742697.1559347712
Nouakchott,18.0864,-15.9753,Mauritania,742144,741587.9106348089
Naga,13.6192,123.1814,Philippines,741635,742000.6446097364
Gdańsk,54.36,18.64,Poland,740000,740696.8938286104
Ansan,37.3481,126.8595,"Korea, South",739493,739255.7845279943
Nürnberg,49.45,11.08,Germany,737304,738182.5714281119
Oyo,7.8504,3.93,Nigeria,736072,738319.8155489238
Muscat,23.6133,58.5933,Oman,734697,735480.5313026177
Amravati,20.95,77.77,India,734451,734358.6022475722
Denpasar,-8.65,115.22,Indonesia,732344,731536.0989257212
Sokoto,13.06,5.24,Nigeria,732178,732805.5864300806
Beihai,21.4804,109.1,China,728978,728296.3707829191
Ashgabat,37.95,58.3833,Turkmenistan,727700,726939.4078251556
Bremen,53.08,8.8,Germany,724909,724482.4230263142
As Sulaymaniyah,35.5613,45.4309,Iraq,723170,723351.0863091372
Zagreb,45.8,16,Croatia,722526,722359.6127001568
Hannover,52.367,9.7167,Germany,722490,722417.1766699916
Cúcuta,7.92,-72.52,Colombia,722146,722252.1494887237
Hamilton,43.25,-79.83,Canada,721053,721816.7875982318
Moshi,-3.3396,37.34,Tanzania,721018,722614.2949459777
Shaoguan,24.8,113.58,China,720266,720419.147720938
Kumamoto,32.8009,130.7006,Japan,718232,718832.5397162103
Dayton,39.7797,-84.1998,United States,718169,718796.4741029595
Lianyungang,34.6004,119.17,China,715600,714835.1117934603
Acapulco,16.85,-99.916,Mexico,715584,714071.720621145
Kandahar,31.61,65.6949,Afghanistan,715542,717269.8273352503
Dehra Dun,30.3204,78.05,India,714223,711992.1276921395
Rochester,43.168,-77.6162,United States,711998,711686.3945457059
Jeonju,35.8314,127.1404,"Korea, South",711424,710649.6704705515
Samarqand,39.67,66.945,Uzbekistan,708000,708187.7736988747
Qingyuan,23.7004,113.0301,China,706717,708049.0928448067
Sarasota,27.3391,-82.5439,United States,706245,706334.5308966113
Changzhi,36.1839,113.1053,China,706000,705284.569805407
Tolyatti,53.4804,49.53,Russia,702879,702903.0436537877
Jaboatao,-8.11,-35.02,Brazil,702621,702540.0839015101
Shizuoka,34.9858,138.3854,Japan,701561,701647.5309795208
Bulawayo,-20.17,28.58,Zimbabwe,699385,698544.5617183298
Soledad,10.92,-74.77,Colombia,698852,697635.038041783
Fresno,36.7834,-119.7941,United States,698021,698892.0225785582
Meknes,33.9004,-5.56,Morocco,697628,698818.0725537626
Sarajevo,43.85,18.383,Bosnia And Herzegovina,696731,696446.215886475
La Plata,-34.9096,-57.96,Argentina,694253,692464.4654417745
Malegaon,20.5604,74.525,India,690844,689401.8511481199
Enugu,6.45,7.5,Nigeria,688862,689251.0800097097
Chișinău,47.005,28.8577,Moldova,688134,687928.6207862492
Huangshi,30.22,115.1,China,688090,688092.2868083272
Aracaju,-10.9,-37.12,Brazil,685356,683795.2691435643
Allentown,40.5961,-75.4756,United States,682899,682541.1982997073
Bonn,50.7205,7.08,Germany,680543,680243.8809327476
San Pedro Sula,15.5,-88.03,Honduras,680091,680760.5760716004
Nellore,14.44,79.9899,India,678004,677733.706297247
Catania,37.5,15.08,Italy,674542,673701.1406406722
Gorakhpur,26.7504,83.38,India,674246,672785.6204945545
Ipoh,4.6,101.065,Malaysia,673318,673138.8186346929
Chongjin,41.7846,129.79,"Korea, North",672614,672894.4658656273
Tulsa,36.1284,-95.9042,United States,672054,672132.6152350184
Utsunomiya,36.55,139.87,Japan,667752,668520.9392217638
Puyang,35.7004,114.98,China,666322,665828.0481322195
An Najaf,32.0003,44.3354,Iraq,665552,664690.3363179116
São José dos Pinhais,-25.57,-49.18,Brazil,665063,667396.0977113284
Santo André,-23.6528,-46.5278,Brazil,662373,664030.5389332231
Bytom,50.35,18.91,Poland,662247,659228.3871628334
Pointe-Noire,-4.77,11.88,Congo (Brazzaville),659084,659357.9667816851
At Taif,21.2622,40.3823,Saudi Arabia,657282,658303.5308724148
Ismaïlia,30.5903,32.26,Egypt,656135,656421.2998984347
Concord,37.9722,-122.0016,United States,654770,654073.1553359597
